seed,fpr,tpr,roc_auc,precision,recall,AP,accuracy,site
76,[0.      0.      0.      0.03125 0.03125 1.     ],[0.         0.09090909 0.90909091 0.90909091 1.         1.        ],0.9971590909090909,"[0.91666667 0.90909091 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.        ]","[1.         0.90909091 0.90909091 0.81818182 0.72727273 0.63636364
 0.54545455 0.45454545 0.36363636 0.27272727 0.18181818 0.09090909
 0.        ]",0.9924242424242424,0.7674418604651163,MRC
77,"[0.         0.         0.         0.06666667 0.06666667 0.17777778
 0.17777778 0.77777778 0.77777778 1.        ]",[0.  0.1 0.5 0.5 0.7 0.7 0.9 0.9 1.  1. ],0.8733333333333333,"[0.22222222 0.20454545 0.20930233 0.21428571 0.2195122  0.225
 0.23076923 0.23684211 0.24324324 0.25       0.25714286 0.26470588
 0.27272727 0.28125    0.29032258 0.3        0.31034483 0.32142857
 0.33333333 0.34615385 0.36       0.375      0.39130435 0.40909091
 0.42857143 0.45       0.47368421 0.5        0.52941176 0.5
 0.46666667 0.5        0.53846154 0.58333333 0.63636364 0.7
 0.66666667 0.625      0.71428571 0.83333333 1.         1.
 1.         1.         1.         1.        ]","[1.  0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9
 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.8 0.7 0.7 0.7 0.7 0.7 0.7
 0.6 0.5 0.5 0.5 0.5 0.4 0.3 0.2 0.1 0. ]",0.7618300653594771,0.8727272727272727,MRC
78,"[0.         0.         0.         0.02702703 0.02702703 0.05405405
 0.05405405 0.08108108 0.08108108 0.37837838 0.37837838 0.54054054
 0.54054054 0.64864865 0.64864865 1.        ]",[0.  0.1 0.2 0.2 0.3 0.3 0.4 0.4 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],0.8108108108108107,"[0.29411765 0.27272727 0.28125    0.29032258 0.3        0.31034483
 0.28571429 0.2962963  0.30769231 0.32       0.33333333 0.34782609
 0.36363636 0.33333333 0.35       0.36842105 0.38888889 0.41176471
 0.4375     0.46666667 0.5        0.53846154 0.58333333 0.63636364
 0.7        0.66666667 0.625      0.57142857 0.66666667 0.6
 0.75       0.66666667 1.         1.         1.        ]","[1.  0.9 0.9 0.9 0.9 0.9 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.6 0.5 0.4 0.4 0.3 0.3 0.2 0.2 0.1 0. ]",0.6376432171614727,0.8297872340425532,MRC
79,"[0.    0.    0.025 0.025 0.075 0.075 0.25  0.25  0.325 0.325 0.625 0.625
 1.   ]","[0.         0.11111111 0.11111111 0.55555556 0.55555556 0.66666667
 0.66666667 0.77777778 0.77777778 0.88888889 0.88888889 1.
 1.        ]",0.8472222222222222,"[0.26470588 0.24242424 0.25       0.25806452 0.26666667 0.27586207
 0.28571429 0.2962963  0.30769231 0.32       0.33333333 0.34782609
 0.36363636 0.38095238 0.35       0.36842105 0.38888889 0.41176471
 0.375      0.4        0.42857143 0.46153846 0.5        0.54545455
 0.6        0.66666667 0.625      0.71428571 0.83333333 0.8
 0.75       0.66666667 0.5        1.         1.        ]","[1.         0.88888889 0.88888889 0.88888889 0.88888889 0.88888889
 0.88888889 0.88888889 0.88888889 0.88888889 0.88888889 0.88888889
 0.88888889 0.88888889 0.77777778 0.77777778 0.77777778 0.77777778
 0.66666667 0.66666667 0.66666667 0.66666667 0.66666667 0.66666667
 0.66666667 0.66666667 0.55555556 0.55555556 0.55555556 0.44444444
 0.33333333 0.22222222 0.11111111 0.11111111 0.        ]",0.6415655150949269,0.8163265306122449,MRC
80,"[0.         0.         0.         0.15909091 0.15909091 0.18181818
 0.18181818 0.45454545 0.45454545 0.47727273 0.47727273 0.56818182
 0.56818182 1.        ]","[0.         0.07142857 0.57142857 0.57142857 0.64285714 0.64285714
 0.71428571 0.71428571 0.78571429 0.78571429 0.85714286 0.85714286
 1.         1.        ]",0.827922077922078,"[0.35897436 0.34210526 0.32432432 0.33333333 0.34285714 0.35294118
 0.36363636 0.34375    0.35483871 0.33333333 0.34482759 0.35714286
 0.37037037 0.38461538 0.4        0.41666667 0.43478261 0.45454545
 0.47619048 0.5        0.52631579 0.55555556 0.52941176 0.5625
 0.53333333 0.57142857 0.61538462 0.66666667 0.72727273 0.8
 0.88888889 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]","[1.         0.92857143 0.85714286 0.85714286 0.85714286 0.85714286
 0.85714286 0.78571429 0.78571429 0.71428571 0.71428571 0.71428571
 0.71428571 0.71428571 0.71428571 0.71428571 0.71428571 0.71428571
 0.71428571 0.71428571 0.71428571 0.71428571 0.64285714 0.64285714
 0.57142857 0.57142857 0.57142857 0.57142857 0.57142857 0.57142857
 0.57142857 0.57142857 0.5        0.42857143 0.35714286 0.28571429
 0.21428571 0.14285714 0.07142857 0.        ]",0.7526864465001136,0.7931034482758621,MRC
81,"[0.         0.         0.         0.02272727 0.02272727 0.06818182
 0.06818182 0.11363636 0.11363636 0.22727273 0.22727273 0.40909091
 0.40909091 0.45454545 0.45454545 0.56818182 0.56818182 0.79545455
 0.79545455 0.97727273 0.97727273 1.        ]","[0.         0.09090909 0.18181818 0.18181818 0.27272727 0.27272727
 0.36363636 0.36363636 0.45454545 0.45454545 0.54545455 0.54545455
 0.63636364 0.63636364 0.72727273 0.72727273 0.81818182 0.81818182
 0.90909091 0.90909091 1.         1.        ]",0.6694214876033058,"[0.2037037  0.18867925 0.19230769 0.19607843 0.2        0.20408163
 0.20833333 0.21276596 0.2173913  0.22222222 0.20454545 0.20930233
 0.21428571 0.2195122  0.225      0.23076923 0.23684211 0.24324324
 0.25       0.25714286 0.26470588 0.24242424 0.25       0.25806452
 0.26666667 0.27586207 0.28571429 0.25925926 0.26923077 0.28
 0.25       0.26086957 0.27272727 0.28571429 0.3        0.31578947
 0.33333333 0.35294118 0.375      0.33333333 0.35714286 0.38461538
 0.41666667 0.45454545 0.5        0.44444444 0.5        0.57142857
 0.5        0.6        0.75       0.66666667 1.         1.
 1.        ]","[1.         0.90909091 0.90909091 0.90909091 0.90909091 0.90909091
 0.90909091 0.90909091 0.90909091 0.90909091 0.81818182 0.81818182
 0.81818182 0.81818182 0.81818182 0.81818182 0.81818182 0.81818182
 0.81818182 0.81818182 0.81818182 0.72727273 0.72727273 0.72727273
 0.72727273 0.72727273 0.72727273 0.63636364 0.63636364 0.63636364
 0.54545455 0.54545455 0.54545455 0.54545455 0.54545455 0.54545455
 0.54545455 0.54545455 0.54545455 0.45454545 0.45454545 0.45454545
 0.45454545 0.45454545 0.45454545 0.36363636 0.36363636 0.36363636
 0.27272727 0.27272727 0.27272727 0.18181818 0.18181818 0.09090909
 0.        ]",0.4957067877656114,0.8363636363636363,MRC
82,"[0.    0.    0.    0.025 0.025 0.075 0.075 0.175 0.175 0.275 0.275 0.475
 0.475 0.55  0.55  0.625 0.625 0.675 0.675 0.725 0.725 0.75  0.75  1.   ]","[0.         0.05882353 0.23529412 0.23529412 0.41176471 0.41176471
 0.47058824 0.47058824 0.52941176 0.52941176 0.58823529 0.58823529
 0.64705882 0.64705882 0.70588235 0.70588235 0.76470588 0.76470588
 0.82352941 0.82352941 0.88235294 0.88235294 1.         1.        ]",0.6970588235294117,"[0.36170213 0.34782609 0.33333333 0.34090909 0.3255814  0.33333333
 0.34146341 0.325      0.33333333 0.34210526 0.32432432 0.33333333
 0.34285714 0.35294118 0.33333333 0.34375    0.35483871 0.36666667
 0.34482759 0.35714286 0.37037037 0.38461538 0.4        0.41666667
 0.43478261 0.45454545 0.47619048 0.45       0.47368421 0.5
 0.52941176 0.5625     0.53333333 0.57142857 0.61538462 0.66666667
 0.72727273 0.7        0.77777778 0.875      0.85714286 0.83333333
 0.8        1.         1.         1.         1.         1.        ]","[1.         0.94117647 0.88235294 0.88235294 0.82352941 0.82352941
 0.82352941 0.76470588 0.76470588 0.76470588 0.70588235 0.70588235
 0.70588235 0.70588235 0.64705882 0.64705882 0.64705882 0.64705882
 0.58823529 0.58823529 0.58823529 0.58823529 0.58823529 0.58823529
 0.58823529 0.58823529 0.58823529 0.52941176 0.52941176 0.52941176
 0.52941176 0.52941176 0.47058824 0.47058824 0.47058824 0.47058824
 0.47058824 0.41176471 0.41176471 0.41176471 0.35294118 0.29411765
 0.23529412 0.23529412 0.17647059 0.11764706 0.05882353 0.        ]",0.6344148953172869,0.7719298245614035,MRC
83,"[0.         0.         0.         0.05714286 0.05714286 0.08571429
 0.08571429 0.2        0.2        0.62857143 0.62857143 0.82857143
 0.82857143 1.        ]","[0.    0.125 0.375 0.375 0.5   0.5   0.625 0.625 0.75  0.75  0.875 0.875
 1.    1.   ]",0.775,"[0.21621622 0.19444444 0.2        0.20588235 0.21212121 0.21875
 0.22580645 0.23333333 0.24137931 0.21428571 0.22222222 0.23076923
 0.24       0.25       0.26086957 0.27272727 0.28571429 0.3
 0.31578947 0.33333333 0.35294118 0.375      0.4        0.42857143
 0.46153846 0.41666667 0.45454545 0.5        0.55555556 0.625
 0.57142857 0.66666667 0.6        0.75       1.         1.
 1.         1.        ]","[1.    0.875 0.875 0.875 0.875 0.875 0.875 0.875 0.875 0.75  0.75  0.75
 0.75  0.75  0.75  0.75  0.75  0.75  0.75  0.75  0.75  0.75  0.75  0.75
 0.75  0.625 0.625 0.625 0.625 0.625 0.5   0.5   0.375 0.375 0.375 0.25
 0.125 0.   ]",0.6513500818457715,0.8372093023255814,MRC
84,"[0.         0.         0.         0.1025641  0.1025641  0.15384615
 0.15384615 0.23076923 0.23076923 1.        ]","[0.         0.11111111 0.55555556 0.55555556 0.77777778 0.77777778
 0.88888889 0.88888889 1.         1.        ]",0.9344729344729344,"[0.5        0.47058824 0.5        0.53333333 0.57142857 0.53846154
 0.58333333 0.63636364 0.6        0.55555556 0.625      0.71428571
 0.83333333 1.         1.         1.         1.         1.
 1.        ]","[1.         0.88888889 0.88888889 0.88888889 0.88888889 0.77777778
 0.77777778 0.77777778 0.66666667 0.55555556 0.55555556 0.55555556
 0.55555556 0.55555556 0.44444444 0.33333333 0.22222222 0.11111111
 0.        ]",0.811976911976912,0.8541666666666666,MRC
85,"[0.         0.         0.02083333 0.02083333 0.08333333 0.08333333
 0.14583333 0.14583333 0.16666667 0.16666667 0.20833333 0.20833333
 0.25       0.25       0.5625     0.5625     1.        ]","[0.         0.09090909 0.09090909 0.27272727 0.27272727 0.36363636
 0.36363636 0.45454545 0.45454545 0.54545455 0.54545455 0.63636364
 0.63636364 0.90909091 0.90909091 1.         1.        ]",0.8219696969696968,"[0.28947368 0.27027027 0.27777778 0.28571429 0.29411765 0.3030303
 0.3125     0.32258065 0.33333333 0.34482759 0.35714286 0.37037037
 0.38461538 0.4        0.41666667 0.43478261 0.45454545 0.42857143
 0.4        0.36842105 0.38888889 0.41176471 0.375      0.4
 0.42857143 0.38461538 0.41666667 0.36363636 0.4        0.44444444
 0.5        0.42857143 0.5        0.6        0.75       0.66666667
 0.5        1.         1.        ]","[1.         0.90909091 0.90909091 0.90909091 0.90909091 0.90909091
 0.90909091 0.90909091 0.90909091 0.90909091 0.90909091 0.90909091
 0.90909091 0.90909091 0.90909091 0.90909091 0.90909091 0.81818182
 0.72727273 0.63636364 0.63636364 0.63636364 0.54545455 0.54545455
 0.54545455 0.45454545 0.45454545 0.36363636 0.36363636 0.36363636
 0.36363636 0.27272727 0.27272727 0.27272727 0.27272727 0.18181818
 0.09090909 0.09090909 0.        ]",0.5223872759195022,0.8135593220338984,MRC
