seed,fpr,tpr,roc_auc,precision,recall,AP,accuracy,site
15,[0.  0.  0.  0.2 0.2 0.4 0.4 0.9 0.9 1. ],"[0.         0.16666667 0.5        0.5        0.66666667 0.66666667
 0.83333333 0.83333333 1.         1.        ]",0.75,"[0.4        0.35714286 0.38461538 0.41666667 0.45454545 0.5
 0.55555556 0.5        0.57142857 0.66666667 0.6        0.75
 1.         1.         1.         1.        ]","[1.         0.83333333 0.83333333 0.83333333 0.83333333 0.83333333
 0.83333333 0.66666667 0.66666667 0.66666667 0.5        0.5
 0.5        0.33333333 0.16666667 0.        ]",0.7703703703703704,0.6875,AHRI
16,[0.         0.         0.         0.35714286 0.35714286 1.        ],[0.   0.25 0.5  0.5  1.   1.  ],0.8214285714285714,"[0.44444444 0.375      0.28571429 0.33333333 0.4        0.5
 0.66666667 1.         1.         1.        ]",[1.   0.75 0.5  0.5  0.5  0.5  0.5  0.5  0.25 0.  ],0.7048611111111112,0.8888888888888888,AHRI
17,[0.  0.  0.5 0.5 1. ],[0.         0.33333333 0.33333333 1.         1.        ],0.6666666666666666,"[0.42857143 0.33333333 0.2        0.25       0.33333333 0.5
 1.         1.        ]","[1.         0.66666667 0.33333333 0.33333333 0.33333333 0.33333333
 0.33333333 0.        ]",0.5873015873015872,0.7272727272727273,AHRI
18,"[0.         0.05882353 0.23529412 0.23529412 0.47058824 0.47058824
 0.52941176 0.52941176 1.        ]",[0.  0.  0.  0.6 0.6 0.8 0.8 1.  1. ],0.6588235294117648,"[0.35714286 0.30769231 0.33333333 0.27272727 0.3        0.33333333
 0.375      0.42857143 0.33333333 0.2        0.         0.
 0.         0.         1.        ]",[1.  0.8 0.8 0.6 0.6 0.6 0.6 0.6 0.4 0.2 0.  0.  0.  0.  0. ],0.3304761904761905,0.7727272727272727,AHRI
19,[0.     0.0625 0.0625 1.    ],[0. 0. 1. 1.],0.9375,[0.5 0.  1. ],[1. 0. 0.],0.5,0.9411764705882353,AHRI
20,"[0.         0.         0.28571429 0.28571429 0.42857143 0.42857143
 0.5        0.5        0.85714286 0.85714286 0.92857143 0.92857143
 1.        ]","[0.         0.16666667 0.16666667 0.33333333 0.33333333 0.5
 0.5        0.66666667 0.66666667 0.83333333 0.83333333 1.
 1.        ]",0.5,"[0.31578947 0.27777778 0.29411765 0.25       0.26666667 0.28571429
 0.30769231 0.33333333 0.36363636 0.3        0.33333333 0.25
 0.28571429 0.33333333 0.2        0.25       0.33333333 0.5
 1.         1.        ]","[1.         0.83333333 0.83333333 0.66666667 0.66666667 0.66666667
 0.66666667 0.66666667 0.66666667 0.5        0.5        0.33333333
 0.33333333 0.33333333 0.16666667 0.16666667 0.16666667 0.16666667
 0.16666667 0.        ]",0.440035025174344,0.7,AHRI
21,[0.  0.1 0.4 0.4 0.6 0.6 0.8 0.8 1. ],[0.   0.   0.   0.25 0.25 0.5  0.5  1.   1.  ],0.35,"[0.33333333 0.27272727 0.2        0.22222222 0.25       0.14285714
 0.16666667 0.2        0.         0.         0.         0.
 1.        ]",[1.   0.75 0.5  0.5  0.5  0.25 0.25 0.25 0.   0.   0.   0.   0.  ],0.2640151515151515,0.7142857142857143,AHRI
22,"[0.         0.         0.         0.09090909 0.09090909 0.45454545
 0.45454545 0.72727273 0.72727273 1.        ]","[0.         0.16666667 0.33333333 0.33333333 0.5        0.5
 0.83333333 0.83333333 1.         1.        ]",0.7121212121212122,"[0.42857143 0.38461538 0.41666667 0.45454545 0.5        0.44444444
 0.375      0.42857143 0.5        0.6        0.75       0.66666667
 1.         1.         1.        ]","[1.         0.83333333 0.83333333 0.83333333 0.83333333 0.66666667
 0.5        0.5        0.5        0.5        0.5        0.33333333
 0.33333333 0.16666667 0.        ]",0.6871693121693121,0.7647058823529411,AHRI
23,[0.         0.         0.         0.85714286 0.85714286 1.        ],[0.         0.33333333 0.66666667 0.66666667 1.         1.        ],0.7142857142857143,"[0.2        0.14285714 0.15384615 0.16666667 0.18181818 0.2
 0.22222222 0.25       0.28571429 0.33333333 0.4        0.5
 0.66666667 1.         1.         1.        ]","[1.         0.66666667 0.66666667 0.66666667 0.66666667 0.66666667
 0.66666667 0.66666667 0.66666667 0.66666667 0.66666667 0.66666667
 0.66666667 0.66666667 0.33333333 0.        ]",0.7333333333333334,0.8823529411764706,AHRI
24,[0.  0.1 0.3 0.3 0.5 0.5 0.6 0.6 1. ],[0.   0.   0.   0.25 0.25 0.75 0.75 1.   1.  ],0.525,"[0.4        0.33333333 0.375      0.28571429 0.16666667 0.2
 0.25       0.         0.         0.         1.        ]",[1.   0.75 0.75 0.5  0.25 0.25 0.25 0.   0.   0.   0.  ],0.32767857142857143,0.7142857142857143,AHRI
25,"[0.         0.         0.09090909 0.09090909 0.72727273 0.72727273
 1.        ]",[0.   0.25 0.25 0.75 0.75 1.   1.  ],0.7727272727272727,"[0.33333333 0.27272727 0.3        0.33333333 0.375      0.42857143
 0.5        0.6        0.75       0.66666667 0.5        1.
 1.        ]",[1.   0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.5  0.25 0.25 0.  ],0.6875,0.8,AHRI
26,[0. 0. 0. 1.],[0.  0.5 1.  1. ],1.0,[1. 1. 1.],[1.  0.5 0. ],1.0,0.8823529411764706,AHRI
27,[0.         0.         0.91666667 0.91666667 1.        ],[0.  0.5 0.5 1.  1. ],0.5416666666666667,"[0.15384615 0.08333333 0.09090909 0.1        0.11111111 0.125
 0.14285714 0.16666667 0.2        0.25       0.33333333 0.5
 1.         1.        ]",[1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0. ],0.5769230769230769,0.8571428571428571,AHRI
28,"[0.         0.         0.         0.5        0.5        0.57142857
 0.57142857 1.        ]",[0.   0.25 0.5  0.5  0.75 0.75 1.   1.  ],0.7321428571428572,"[0.33333333 0.27272727 0.3        0.22222222 0.25       0.28571429
 0.33333333 0.4        0.5        0.66666667 1.         1.
 1.        ]",[1.   0.75 0.75 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.25 0.  ],0.6583333333333333,0.8888888888888888,AHRI
29,[0.     0.0625 0.4375 0.4375 1.    ],[0. 0. 0. 1. 1.],0.5625,"[0.22222222 0.125      0.         0.         0.         0.
 0.         0.         0.         1.        ]",[1.  0.5 0.  0.  0.  0.  0.  0.  0.  0. ],0.1736111111111111,0.8888888888888888,AHRI
30,[0.         0.         0.         0.42857143 0.42857143 1.        ],[0.   0.25 0.75 0.75 1.   1.  ],0.8928571428571428,"[0.57142857 0.5        0.6        0.75       1.         1.
 1.         1.        ]",[1.   0.75 0.75 0.75 0.75 0.5  0.25 0.  ],0.8928571428571428,0.8181818181818182,AHRI
31,"[0.         0.07692308 0.61538462 0.61538462 0.76923077 0.76923077
 1.        ]",[0.  0.  0.  0.5 0.5 1.  1. ],0.30769230769230765,"[0.16666667 0.09090909 0.1        0.11111111 0.         0.
 0.         0.         0.         0.         0.         0.
 1.        ]",[1.  0.5 0.5 0.5 0.  0.  0.  0.  0.  0.  0.  0.  0. ],0.1388888888888889,0.8666666666666667,AHRI
32,"[0.     0.     0.     0.0625 0.0625 0.375  0.375  0.4375 0.4375 0.625
 0.625  0.8125 0.8125 1.    ]","[0.         0.11111111 0.22222222 0.22222222 0.44444444 0.44444444
 0.55555556 0.55555556 0.66666667 0.66666667 0.77777778 0.77777778
 1.         1.        ]",0.6458333333333334,"[0.40909091 0.38095238 0.35       0.36842105 0.38888889 0.41176471
 0.375      0.4        0.42857143 0.46153846 0.41666667 0.45454545
 0.4        0.44444444 0.5        0.57142857 0.66666667 0.8
 0.75       0.66666667 1.         1.         1.        ]","[1.         0.88888889 0.77777778 0.77777778 0.77777778 0.77777778
 0.66666667 0.66666667 0.66666667 0.66666667 0.55555556 0.55555556
 0.44444444 0.44444444 0.44444444 0.44444444 0.44444444 0.44444444
 0.33333333 0.22222222 0.22222222 0.11111111 0.        ]",0.6297657680010622,0.68,AHRI
33,"[0.         0.         0.         0.16666667 0.16666667 0.75
 0.75       1.        ]",[0.   0.25 0.5  0.5  0.75 0.75 1.   1.  ],0.7708333333333334,"[0.30769231 0.25       0.27272727 0.3        0.33333333 0.375
 0.42857143 0.5        0.6        0.5        0.66666667 1.
 1.         1.        ]",[1.   0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.5  0.5  0.5  0.25 0.  ],0.7269230769230769,0.875,AHRI
34,[0.         0.         0.         0.09090909 0.09090909 1.        ],[0.   0.25 0.75 0.75 1.   1.  ],0.9772727272727273,[0.8  0.75 1.   1.   1.   1.  ],[1.   0.75 0.75 0.5  0.25 0.  ],0.95,0.7333333333333333,AHRI
35,[0.         0.07692308 1.        ],[nan nan nan],,[0. 1.],[nan  0.],,1.0,AHRI
36,"[0.         0.         0.18181818 0.18181818 0.45454545 0.45454545
 1.        ]","[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.
 1.        ]",0.7878787878787878,"[0.375      0.28571429 0.33333333 0.4        0.5        0.33333333
 0.5        1.         1.        ]","[1.         0.66666667 0.66666667 0.66666667 0.66666667 0.33333333
 0.33333333 0.33333333 0.        ]",0.625,0.8571428571428571,AHRI
37,"[0.         0.         0.         0.53333333 0.53333333 0.6
 0.6        1.        ]",[0.  0.2 0.4 0.4 0.6 0.6 1.  1. ],0.6533333333333333,"[0.35714286 0.30769231 0.25       0.27272727 0.2        0.22222222
 0.25       0.28571429 0.33333333 0.4        0.5        0.66666667
 1.         1.         1.        ]",[1.  0.8 0.6 0.6 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.2 0. ],0.5875124875124875,0.85,AHRI
38,[0.         0.         0.         0.30769231 0.30769231 1.        ],[0.         0.33333333 0.66666667 0.66666667 1.         1.        ],0.8974358974358974,"[0.42857143 0.33333333 0.4        0.5        0.66666667 1.
 1.         1.        ]","[1.         0.66666667 0.66666667 0.66666667 0.66666667 0.66666667
 0.33333333 0.        ]",0.8095238095238095,0.8125,AHRI
39,"[0.         0.         0.         0.54545455 0.54545455 0.72727273
 0.72727273 1.        ]",[0.   0.25 0.5  0.5  0.75 0.75 1.   1.  ],0.6818181818181819,"[0.33333333 0.27272727 0.3        0.33333333 0.25       0.28571429
 0.33333333 0.4        0.5        0.66666667 1.         1.
 1.        ]",[1.   0.75 0.75 0.75 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.25 0.  ],0.6666666666666666,0.8666666666666667,AHRI
40,"[0.         0.11111111 0.44444444 0.44444444 0.77777778 0.77777778
 1.        ]",[0.  0.  0.  0.5 0.5 1.  1. ],0.3888888888888889,"[0.22222222 0.125      0.14285714 0.16666667 0.2        0.
 0.         0.         0.         1.        ]",[1.  0.5 0.5 0.5 0.5 0.  0.  0.  0.  0. ],0.2111111111111111,0.8181818181818182,AHRI
41,[0.    0.    0.125 0.125 0.375 0.375 1.   ],"[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.
 1.        ]",0.8333333333333333,"[0.5        0.4        0.5        0.66666667 0.5        1.
 1.        ]","[1.         0.66666667 0.66666667 0.66666667 0.33333333 0.33333333
 0.        ]",0.7222222222222222,0.7272727272727273,AHRI
42,[0.     0.     0.3125 0.3125 0.5625 0.5625 0.625  0.625  1.    ],[0.   0.25 0.25 0.5  0.5  0.75 0.75 1.   1.  ],0.625,"[0.28571429 0.23076923 0.25       0.18181818 0.2        0.22222222
 0.25       0.28571429 0.16666667 0.2        0.25       0.33333333
 0.5        1.         1.        ]","[1.   0.75 0.75 0.5  0.5  0.5  0.5  0.5  0.25 0.25 0.25 0.25 0.25 0.25
 0.  ]",0.45535714285714285,0.8,AHRI
43,"[0.         0.14285714 0.28571429 0.28571429 0.71428571 0.71428571
 1.        ]","[0.         0.         0.         0.33333333 0.33333333 1.
 1.        ]",0.42857142857142855,"[0.375      0.28571429 0.16666667 0.2        0.25       0.33333333
 0.         0.         1.        ]","[1.         0.66666667 0.33333333 0.33333333 0.33333333 0.33333333
 0.         0.         0.        ]",0.33134920634920634,0.7,AHRI
44,[0.         0.08333333 0.08333333 0.75       0.75       1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],0.4722222222222222,"[0.25       0.18181818 0.1        0.11111111 0.125      0.14285714
 0.16666667 0.2        0.25       0.33333333 0.5        0.
 1.        ]","[1.         0.66666667 0.33333333 0.33333333 0.33333333 0.33333333
 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.
 0.        ]",0.3106060606060606,0.8,AHRI
45,[0.  0.1 0.1 0.6 0.6 1. ],[0.         0.         0.33333333 0.33333333 1.         1.        ],0.5666666666666667,"[0.33333333 0.25       0.14285714 0.16666667 0.2        0.25
 0.33333333 0.5        0.         1.        ]","[1.         0.66666667 0.33333333 0.33333333 0.33333333 0.33333333
 0.33333333 0.33333333 0.         0.        ]",0.3611111111111111,0.7692307692307693,AHRI
46,"[0.         0.06666667 0.46666667 0.46666667 0.53333333 0.53333333
 0.93333333 0.93333333 1.        ]","[0.         0.         0.         0.33333333 0.33333333 0.66666667
 0.66666667 1.         1.        ]",0.3555555555555555,"[0.17647059 0.125      0.13333333 0.14285714 0.15384615 0.16666667
 0.18181818 0.2        0.11111111 0.125      0.         0.
 0.         0.         0.         0.         0.         1.        ]","[1.         0.66666667 0.66666667 0.66666667 0.66666667 0.66666667
 0.66666667 0.66666667 0.33333333 0.33333333 0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16715686274509806,0.8333333333333334,AHRI
47,[0.         0.11111111 1.         1.        ],[0. 0. 0. 1.],0.0,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  1. ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.1,0.9,AHRI
48,"[0.         0.         0.07692308 0.07692308 0.61538462 0.61538462
 0.84615385 0.84615385 1.        ]",[0.   0.25 0.25 0.5  0.5  0.75 0.75 1.   1.  ],0.6153846153846154,"[0.26666667 0.21428571 0.23076923 0.25       0.27272727 0.2
 0.22222222 0.25       0.28571429 0.33333333 0.4        0.5
 0.66666667 0.5        1.         1.        ]","[1.   0.75 0.75 0.75 0.75 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.25
 0.25 0.  ]",0.5515151515151515,0.7647058823529411,AHRI
49,"[0.         0.07692308 0.23076923 0.23076923 0.53846154 0.53846154
 0.61538462 0.61538462 0.69230769 0.69230769 1.        ]",[0.   0.   0.   0.25 0.25 0.5  0.5  0.75 0.75 1.   1.  ],0.4807692307692308,"[0.30769231 0.25       0.27272727 0.2        0.22222222 0.125
 0.14285714 0.16666667 0.2        0.25       0.         0.
 0.         1.        ]",[1.   0.75 0.75 0.5  0.5  0.25 0.25 0.25 0.25 0.25 0.   0.   0.   0.  ],0.2631604506604507,0.7647058823529411,AHRI
50,[0.  0.  0.5 0.5 1. ],[0.  0.5 0.5 1.  1. ],0.75,"[0.25       0.14285714 0.16666667 0.2        0.25       0.33333333
 0.5        1.         1.        ]",[1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0. ],0.625,0.9285714285714286,AHRI
51,"[0.         0.08333333 0.58333333 0.58333333 0.66666667 0.66666667
 1.        ]",[0.  0.  0.  0.5 0.5 1.  1. ],0.375,"[0.2        0.11111111 0.125      0.         0.         0.
 0.         0.         0.         0.         1.        ]",[1.  0.5 0.5 0.  0.  0.  0.  0.  0.  0.  0. ],0.1625,0.8571428571428571,AHRI
52,"[0.         0.         0.21428571 0.21428571 0.35714286 0.35714286
 1.        ]","[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.
 1.        ]",0.8095238095238095,"[0.375      0.28571429 0.33333333 0.4        0.25       0.33333333
 0.5        1.         1.        ]","[1.         0.66666667 0.66666667 0.66666667 0.33333333 0.33333333
 0.33333333 0.33333333 0.        ]",0.5916666666666666,0.8823529411764706,AHRI
53,[0.  0.  0.  0.3 0.3 1. ],[0.         0.33333333 0.66666667 0.66666667 1.         1.        ],0.8999999999999999,"[0.5        0.4        0.5        0.66666667 1.         1.
 1.        ]","[1.         0.66666667 0.66666667 0.66666667 0.66666667 0.33333333
 0.        ]",0.8333333333333333,0.8461538461538461,AHRI
54,"[0.         0.14285714 0.42857143 0.42857143 0.71428571 0.71428571
 1.        ]",[0.  0.  0.  0.5 0.5 1.  1. ],0.4285714285714286,"[0.28571429 0.16666667 0.2        0.25       0.         0.
 0.         1.        ]",[1.  0.5 0.5 0.5 0.  0.  0.  0. ],0.26785714285714285,0.7777777777777778,AHRI
55,[0.  0.  0.1 0.1 1. ],[0.  0.5 0.5 1.  1. ],0.9500000000000001,[0.66666667 0.5        1.         1.        ],[1.  0.5 0.5 0. ],0.8333333333333333,0.8333333333333334,AHRI
56,[0.         0.         0.22222222 0.22222222 1.        ],[0.  0.5 0.5 1.  1. ],0.8888888888888888,[0.5        0.33333333 0.5        1.         1.        ],[1.  0.5 0.5 0.5 0. ],0.75,0.8181818181818182,AHRI
57,"[0.         0.         0.36363636 0.36363636 0.45454545 0.45454545
 0.54545455 0.54545455 1.        ]",[0.  0.2 0.2 0.6 0.6 0.8 0.8 1.  1. ],0.6545454545454545,"[0.45454545 0.4        0.44444444 0.375      0.42857143 0.33333333
 0.2        0.25       0.33333333 0.5        1.         1.        ]",[1.  0.8 0.8 0.6 0.6 0.4 0.2 0.2 0.2 0.2 0.2 0. ],0.5321789321789321,0.6875,AHRI
58,[0.         0.08333333 0.08333333 0.91666667 0.91666667 1.        ],[0.  0.  0.5 0.5 1.  1. ],0.5,"[0.15384615 0.08333333 0.09090909 0.1        0.11111111 0.125
 0.14285714 0.16666667 0.2        0.25       0.33333333 0.5
 0.         1.        ]",[1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.  0. ],0.3269230769230769,0.8571428571428571,AHRI
59,"[0.     0.     0.0625 0.0625 0.4375 0.4375 0.625  0.625  0.75   0.75
 1.    ]",[0.  0.2 0.2 0.4 0.4 0.6 0.6 0.8 0.8 1.  1. ],0.625,"[0.29411765 0.25       0.26666667 0.28571429 0.23076923 0.25
 0.27272727 0.3        0.22222222 0.25       0.28571429 0.33333333
 0.4        0.5        0.66666667 0.5        1.         1.        ]",[1.  0.8 0.8 0.8 0.6 0.6 0.6 0.6 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.2 0.2 0. ],0.5092997198879552,0.7619047619047619,AHRI
60,[0.         0.07142857 0.42857143 0.42857143 1.        ],[0. 0. 0. 1. 1.],0.5714285714285714,"[0.25       0.14285714 0.         0.         0.         0.
 0.         0.         1.        ]",[1.  0.5 0.  0.  0.  0.  0.  0.  0. ],0.19642857142857142,0.875,AHRI
61,"[0.         0.         0.07692308 0.07692308 0.15384615 0.15384615
 0.23076923 0.23076923 0.61538462 0.61538462 0.69230769 0.69230769
 1.        ]","[0.         0.16666667 0.16666667 0.33333333 0.33333333 0.5
 0.5        0.66666667 0.66666667 0.83333333 0.83333333 1.
 1.        ]",0.7051282051282051,"[0.4        0.35714286 0.38461538 0.33333333 0.36363636 0.4
 0.44444444 0.5        0.57142857 0.5        0.6        0.5
 0.66666667 0.5        1.         1.        ]","[1.         0.83333333 0.83333333 0.66666667 0.66666667 0.66666667
 0.66666667 0.66666667 0.66666667 0.5        0.5        0.33333333
 0.33333333 0.16666667 0.16666667 0.        ]",0.6037851037851037,0.6842105263157895,AHRI
62,[0.  0.  0.1 0.1 0.2 0.2 0.9 0.9 1. ],[0.   0.25 0.25 0.5  0.5  0.75 0.75 1.   1.  ],0.7,"[0.30769231 0.25       0.27272727 0.3        0.33333333 0.375
 0.42857143 0.5        0.6        0.5        0.66666667 0.5
 1.         1.        ]",[1.   0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.5  0.5  0.25 0.25 0.  ],0.6435897435897435,0.7142857142857143,AHRI
63,"[0.         0.         0.         0.14285714 0.14285714 0.78571429
 0.78571429 1.        ]",[0.  0.2 0.4 0.4 0.8 0.8 1.  1. ],0.7857142857142857,"[0.3125     0.26666667 0.28571429 0.30769231 0.33333333 0.36363636
 0.4        0.44444444 0.5        0.57142857 0.66666667 0.6
 0.5        0.66666667 1.         1.         1.        ]",[1.  0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.6 0.4 0.4 0.4 0.2 0. ],0.7158333333333333,0.7894736842105263,AHRI
